title,company,location,posted_before,application_number,detail,description,url
Senior Medical Writer,Confidential,European Union,15 hours ago,10 applicants,"Remote Contract Mid-Senior level
Skills: Clinical Research, Registration Application Submission, +6 more","About the job
We’re Hiring: EU-Based Senior Medical Writer
Location: EU-based (UK or Denmark preferred)
Type: Contract (Embedded within a global pharmaceutical company)

We’re seeking an experienced Senior Medical Writer to join our client team supporting three major regulatory submissions and ongoing program activities for a leading pharmaceutical client.

Key Responsibilities:
Author, review, and finalize high-quality clinical and regulatory documents.
Work across cross-functional teams to ensure timely and compliant submissions.
Adapt quickly to shifting priorities and document types.
Proactively engage with stakeholders to drive documents to completion.

Required Experience:
Proven experience with:
Protocols
Investigator’s Brochures
CSRs/CTRs
Submission documents (M2.5 Clinical Overview addendums, M2.7 Clinical Summaries—especially 2.7.3 & 2.7.4)
Briefing books and ad hoc documents
Track record of working on regulatory submissions.
Ability to work independently while engaging teams proactively.
Fluency in English (written and spoken).

Soft Skills:
Proactive, adaptable, and resourceful in overcoming challenges.
Strong team awareness and ability to collaborate across functions.
Ability to work with urgency while maintaining quality.",https://www.linkedin.com/jobs/search/?currentJobId=4281819835&keywords=&location=Sweden&start=700
Category Analyst – Bakery and Meals,Mondelēz International,"Upplands Väsby, Stockholm County, Sweden",1 week ago,41 people clicked apply,"Full-time
Skills: Analytical Skills, Customer Insights, +8 more","About the job
Job Description

Are You Ready to Make It Happen at Mondelēz International?

Join our Mission to Lead the Future of Snacking. Make It With Pride.

We have a new exciting opportunity for a Category Analyst to join our Sales team!

In this role you will ensure that customer plans are developed and executed by supporting the delivery of strategies and tactics for growth. You understand the business metrics and financial drivers needed to unlock profitable growth for Mondelēz International and our customers and work with key account managers to implement plans to deliver our annual target.

How You Will Contribute

You will:

Leads the development of the trade marketing part of the category annual plans (contract process) with a keen focus on RGM (Revenue Growth Management)
Takes accountability for the in year delivery of the AC vs pricing and vol mix targets
Understands market dynamics / consumer insights by channel to participate on trade marketing strategic decisions
Leads the business planning meeting where the sales quotas are built in order to accomplish the annual plans based on relevant building blocks
Suggests and influences investment in category building blocks, according to category and channel need, and is accountable of execution excellence at point of sale
Follows up the competition’s commercial activity in the category in order to detect business opportunities and potential threats for the brand
Plays a leadership role within the multi categories teams by leading, providing accurate and relevant channel point of sale information that will lead to find business opportunities such as innovations, customer promotions, portfolio, pricing, etc. that will lead to achieve multi categories targets
Work closely with colleagues in the same team
Work strategically, and drive projects to completion


What You Will Bring

A desire to drive your future and accelerate your career and the following experience and knowledge:

Some relevant work experience
Category planning and delivering growth through category leadership. Strategic mindset.
Working proactively, spotting opportunities and taking actions as needed.
Having a future-focused mindset, being curious about industry trends, digital solutions and innovation for consumers, and translating opportunities into business plans
Developing and delivering plans, measuring and monitoring results and making recommendations to achieve growth targets
Business planning and how to maximize revenue growth
Influencing stakeholders and interacting effectively with others with the courage and resilience to hold an alternative point of view
Analytical skills and business acumen
Fluency in English, written and spoken. Swedish would be an advantage


More About This Role

Work schedule: 100%

Relocation Support Available? 

No Relocation support available

Business Unit Summary

We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open position you see is right for you, we encourage you to apply!

Our people make all the difference in our succes

Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Excited to grow your career?

We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open position you see is right for you, we encourage you to apply!

IF YOU REQUIRE SUPPORT TO COMPLETE YOUR APPLICATION OR DURING THE INTERVIEW PROCESS, PLEASE CONTACT THE RECRUITER

Job Type

Regular

Category Planning & Activation

Sales",https://www.linkedin.com/jobs/search/?currentJobId=4278621487&keywords=&location=Sweden&start=700
Managing Editor,Bored Panda,EMEA,22 hours ago,49 people clicked apply,"Remote Full-time Mid-Senior level
Skills: Title Writing, Trend Research, +8 more","About the job
We are one of the leading tech-driven media and entertainment companies, producing uplifting content in 17 languages for people of all ages. Known for award-winning art and pop culture magazine boredpanda.com and TOP DIY channel Crafty Panda, we fight the world's boredom at an unprecedented speed: 160 million site views per month and 62 billion video views per year. Our team comprises over 600 creative individuals from 42 different countries and 3 offices in Vilnius, Lithuania.

We are excited to announce that we are currently looking for a Managing Editor of the Night Shift to join our News department. Prepare to take charge at a well-known global publisher that creates uplifting, engaging stories that cure boredom worldwide! If you’re passionate about news, thrive in fast-paced environments, and have a sharp editorial eye - this is your moment to make a real impact.

What You Will Do:
Work with a team of in-house and remote content creators and journalists;
Compete against the world’s top publishers to be the first to cover breaking news;
Review all content to ensure it meets high standards of quality and engagement;
Optimize content strategy according to data to maximize views per article;
Research various topics to identify trends, emerging issues, and unique angles for articles, determine which topics should be covered;
Create and generate fresh, engaging, and attention-grabbing article ideas. This includes coming up with compelling headlines and angles.

What We Expect:
Bachelor’s degree in journalism, communications, English or another related field;
Native-level English skills;
Strong writing and editing skills: excellent writing and editing skills to craft high-quality articles and ensure they are free of grammatical errors, typos, and inconsistencies;
Newsroom experience as editor, copy editor, reporter, managing editor or similar roles;
Experience in finding and breaking exclusive stories would be an advantage;
Current affairs knowledge: staying up-to-date with world events, entertainment news, and relevant trends. The candidate must deeply understand current affairs to identify relevant topics for articles;
Time management skills: given the fast-paced nature of news and online content, the editor should be able to manage time effectively, meet deadlines, and prioritize tasks;
Capability to work from 18:00 to 03:00, aligned with the Lithuanian time zone.

What We Offer:
We'll foster your growth: get encouraged to train your extra skills, talents or passion and apply them at work;
We'll celebrate your success: referred friends and more;
We'll give you memories: team buildings, and other events.

If you meet these requirements, we will wait for your application! (Kindly provide your CV exclusively in English)

Selected candidates will be required to complete a test task. (Applicants who rely on AI to complete the test will not be considered).",https://www.linkedin.com/jobs/search/?currentJobId=4282128013&keywords=&location=Sweden&start=700
Arbetsmarknadskonsulent,Falköpings kommun,"Falköping, Västra Götaland County, Sweden",3 weeks ago,5 people clicked apply,"Full-time Associate
Skills: AV, open source software, +5 more","About the job
Vi behöver utöka vårt team! Brinner du för att se människor växa? Gillar du att hitta vägar där andra ser hinder? Då har vi en plats för dig på Arbetsmarknadsenheten!

Vad kan vi erbjuda dig?

Som arbetsmarknadskonsulent arbetar du från en helhetssyn på individen och uppdraget i syfte att underlätta ett inträde i arbete eller studier. Målgruppen står långt ifrån arbetsmarknaden och är i behov av stärkande och rustande aktiviteter för att uppnå arbetsmarknadens grundkrav. Du ingår i ett team med kollegor som arbetar med olika former av arbetsmarknadsinsatser tex kartläggning, coachande samtal, vägledning, studiebesök, uppföljning på arbetsplatser samt kontinuerlig dokumentation. Du samverkar med olika aktörer såsom socialtjänst, arbetsförmedlingen, vården, försäkringskassan, vuxenutbildningen.

Som arbetsmarknadskonsulent genomför du coachande insatser både på individ och gruppnivå.

Du behöver också trivas med att vara fysiskt närvarande på arbetsplatsen , då vårt uppdrag kräver nära kontakt med de arbetssökande och en aktiv dialog med kollegor. Att bygga relationer och lära känna deltagarna är avgörande för att kunna stödja dem vidare mot egen försörjning.

Vad söker vi hos dig?

För att lyckas i rollen har du:

Beteendevetenskaplig utbildning på högskolenivå eller annan utbildning som arbetsgivaren bedömer likvärdig.
Minst 2 års erfarenhet av arbete med personer med komplex problematik, företrädesvis inom arbetsmarknadsområdet
Mycket god förmåga att uttrycka dig på svenska i tal och skrift
Vana att arbeta i Officepaketet
B-körkort för manuell växellåda


Det är meriterande om du har:

Kunskaper i samtalsmetodik, exempelvis metoden 7-tjugo, MI.
Ha ett lösningsfokuserat förhållningssätt.
Kunskaper inom BIP
Van att arbeta med tolk
Språkkunskaper utöver engelska och svenska 


Du möter människor med respekt, tillit och engagemang. Du tror på varje individs förmåga att utvecklas, och du är inte rädd för att tänka kreativt och hitta nya vägar framåt. Vi lägger stor vikt vid personlig lämplighet.

Upplysningar

Intervjuer sker efter avslutad ansökningstid.

Falköpings kommun Du hittar oss mellan Sveriges två största sjöar, vid foten av unika platåberg och böljande kultur- och jordbrukslandskap. Här lever vi härligt småstadsliv med storstadens utbud bara en timme bort med tåg. Ja, vi har det bästa av två världar i en tid då de flesta av oss söker balans.Falköpings kommun eftersträvar att vara en inkluderande arbetsgivare och värdesätter de kvalitéer som mångfald tillför våra verksamheter för att skapa en hållbar utveckling. Vår gemensamma värdegrund utgår ifrån att vi som medarbetare är till för Falköpingsborna. Vi erbjuder meningsfulla och viktiga arbeten, goda utvecklingsmöjligheter och ett gott arbetsklimat med engagerade kollegor. Undrar du vad som finns att göra och se när du inte jobbar hos oss? Gå in på www.livetiskaraborg.se och upptäck alla Skaraborgs möjligheter! ÖvrigtFör att hantera ansökningar använder vi Varbi. Du söker jobbet genom länken i annonsen. Om du av något skäl inte kan söka via Varbi (t.ex. skyddad identitet), vänligen ta kontakt med annonsens kontaktperson för alternativ sökväg.Inför rekryteringsarbetet har vi tagit ställning till rekryteringskanaler och marknadsföring. Vi undanber oss alla erbjudanden om annonserings- och rekryteringshjälp.

Anställningsform: tillsvidareanställning | Anställningens omfattning: heltid | Antal lediga befattningar: 1 | Sysselsättningsgrad: 100% | Ort: Falköping | Län: Västra Götalands län | Land: Sweden | Referensnummer: 2025/226 | Kontakt: Margaretha Eriksson 0515-887177, | Facklig företrädare: Fackliga företrädare nås via kommunens växel 0515-885000, | Publicerat: 2025-07-18 | Sista ansökningsdag: 2025-08-24",https://www.linkedin.com/jobs/search/?currentJobId=4267410958&keywords=&location=Sweden&start=700
"Sökes städerska, extraanställd",CLEANTEAM UPPLANDS VÄSBY AB,"Solna, Stockholm County, Sweden",2 weeks ago,4 people clicked apply,"On-site Full-time Mid-Senior level
Skills: Housekeeping, Counter Work, +8 more","About the job
This job is sourced from a job board. Learn More
Vi söker efter städpersonal med erfarenhet, som vill jobba extra i Stockholmsområdet.

Arbetsuppgifterna är bland annat daglig underhållsstäd av kunderna kontor och allmänna utrymmen samt renrumsstäd och hantering av laboratoriedisk.

Du kommer att arbeta i ett team.

Om du är intresserad av att bli en del av vårt växande team, skicka din ansökan och CV.",https://www.linkedin.com/jobs/search/?currentJobId=4270934551&keywords=&location=Sweden&start=700
Work & Travel in Portugal (Fully Remote Job with Accomodation Support)!,Oceanic View Solutions,"Kiruna, Norrbotten County, Sweden",2 weeks ago,3 people clicked apply,"Remote Full-time
Skills: Pay attention to details, keep it confidential, +8 more","About the job
Work From Anywhere in Portugal!

Join as a Remote Support Specialist - Swedish Market

Are you detail-oriented, tech-savvy, and passionate about customer service? Were hiring ARC Support Specialists to support one of the worlds leading e-commerce platforms all from the comfort of your home in Portugal!

What Youll Do:

️ Support customers through the full order journey: payments, deliveries, returns & refunds

️ Handle sensitive data in line with PCI and GDPR standards

️ Communicate with carriers, financial institutions & internal teams

️ Use your problem-solving skills to resolve complex issues

Why Join Us:

100% Remote in Portugal (basic equipment provided!)

Full-time, 40h/week with rotating shifts (07:0024:00)

Paid training (1520 days)

Gross Monthly Compensation Up To 1,620.50

Holiday & Christmas bonuses included

Health insurance from day one

Option to live in a company apartment (for international relocations)

What Were Looking For:

Excellent Swedish & English (C1+ level) 
Attention to detail & confidentiality 
Experience in back-office or support roles is a plus 
Adaptability, autonomy, and a positive team spirit 


Join a globally recognized company that puts well-being, growth, and flexibility at the heart of your career.

Apply now and launch your international career from Portugal without leaving home.

#RemoteJobs #PortugalJobs #WorkFromHome #CustomerSupport #HiringNow #RemoteSupport #BackOfficeCareers #EcommerceJobs #JoinTP",https://www.linkedin.com/jobs/search/?currentJobId=4271613146&keywords=&location=Sweden&start=700
Maskinoperatör,Hitachi Energy,"Landskrona, Skåne County, Sweden",2 days ago,1 person clicked apply,"On-site Full-time Mid-Senior level
Skills: English, Electrical, +8 more","About the job
Möjligheten

Du kommer att ingå i affärsenheten Hitachi Energy Cooling Systems i Landskrona. Vi har ett globalt ansvar för utveckling och tillverkning av kylsystem för Power Electronic-applikationer och andra ap-plikationer som kräver vattenkylningssystem med hög tillförlitlighet och tillgänglighet. Våra kylsystem bidrar till en säker och pålitlig drift där kunden och miljön står i fokus. Produkterna är både pro-jektbaserade och serietillverkade. De största är cirka 5*3*3 m/10 ton och de minsta är cirka 20 kg.

Hur du kommer att påverka 

Övervaka produktion och process i en högautomatiserad produktionslina.
Medverka för att hålla god ordning och reda på arbetsplatsen.
Du delar Hitachi Energy:s grundläggande värderingar kring säkerhet och integritet, vilket innebär att du tar ansvar för dina egna handlingar samtidigt som du känner ansvar för dina kollegor och affärsverksamheten

Din bakgrund 

Du har gymnsieutbildning med inriktning industri eller teknik.
Du har tidigare erfarenhet av arbete inom industrin och/eller teknisk bakgrund.
Flytande svenska i tal och skrift. Meriterande med engelska.
Som person är du positiv, noggrann och driven.
Du har ett högt säkerhetstänk och kvalitetstfokus i arbetet du utför.
Du trivs att arbeta såväl självständigt som i grupp

Vad vi erbjuder 

Kollektivavtal
Flexibla arbetstider
Företagshälsovård och friskvårdsbidrag
Fantastiska karriärmöjligheter inom Hitachi Energy i Sverige såväl som globalt
Utbildningar och kurser som bidrar till personlig och professionell utveckling
Diversifierat företag med över 70+ nationaliteter representerade inom den svenska organisationen
Kompletterande bidrag vid föräldraledighet
Förmånsportal med över tusen förmåner och rabatter

Mer om oss

Är du redo för en ny utmaning? Välkommen med din ansökan! Ansökningar granskas löpande, så ansök idag!

Rekryterande chef, Ove Svensson ove.svensson@hitachienergy.com kommer att kunna svara på dina frågor angående tjänsten. Fackliga representanter – IF Metall: Peter Schrewelius, +46 72-461 68 18; Unionen: Claudiu Pop, +46 107-38 68 70. För övriga frågor kontakta Talent Partner Alma Faghen, alma.faghen@hitachienergy.com

Hitachi Energy is a global technology leader in electrification, powering a sustainable energy future through innovative power grid technologies with digital at the core. Over three billion people depend on our technologies to power their daily lives.

With over a century in pioneering mission-critical technologies like high-voltage, transformers, automation, and power electronics, we are addressing the most urgent energy challenge of our time – balancing soaring electricity demand, while decarbonizing the power system.

Headquartered in Switzerland, we employ over 50,000 people in 60 countries and generate revenues of around $16 billion USD. We welcome you to apply today.",https://www.linkedin.com/jobs/search/?currentJobId=4281101617&keywords=&location=Sweden&start=700
"Allakando läxhjälp Borås, privatlärare 1 lektion/vecka, Engelska",Allakando,"Borås, Västra Götaland County, Sweden",1 week ago,0 people clicked apply,"Remote Full-time Entry level
Skills: 家教, ESL, +8 more","About the job
This job is sourced from a job board. Learn More
Studiecoach – Flexibelt och meriterande extrajobb

Undervisa i dina ämnen och utveckla eftertraktade färdigheter som ledarskap och pedagogik. Bli en förebild för dina elever, samtidigt som du har tid till egna studier och fritid!

Flexibelt och enkelt att kombinera med studier och fritid
Mycket utvecklande och en merit som imponerar
Gör skillnad och bli en förebild för dina elever

Ansök till jobbet här: https://www.allakando.se/laxhjalp-jobb/

Så fungerar jobbet som studiecoach

Du väljer enkelt de uppdrag som passar dig och dina ämnen på vår lärarportal
Ni träffas hemma hos din elev, på en plats centralt eller online
Lektionerna är på 90-120 minuter, en eller två gånger i veckan

Extrajobbet passar perfekt för dig som:

Går på exempelvis gymnasiet eller universitet
Vill göra skillnad för andra människor
Är positiv och engagerande
Har goda ämneskunskaper i dina ämnen
Kan extrajobba minst 4 timmar i veckan
Kommunicerar effektivt på svenska i tal och skrift

Flexibelt extrajobb utan krav på förkunskaper:

Undervisa i hemmet, på ett bibliotek eller online
Välj själv ämnen och på vilken nivå du vill undervisa
Jobba på de dagar och tider som passar dig
Inga förkunskaper krävs, vi utbildar dig!

Bonus! Du som jobbar hos oss en längre period får även kostnadsfri tillgång till exklusivt studiematerial som hjälper dig säkra försprånget inför exempelvis högskoleprovet! https://www.allakando.se/hogskoleprovet/

Ansök till jobbet på 3-4 minuter

Du ansöker enkelt och smidigt på vår karriärsida: https://www.allakando.se/laxhjalp-jobb/
Ansökan tar endast några minuter – sedan blir du kallad till intervju för jobbet som studiecoach på Allakando!

Läs mer om oss här: https://www.allakando.se

En arbetsgivare – många möjligheter

Du som söker jobb hos oss har även möjlighet att arbeta som:

Studiecoach online: https://www.allakando.se/laxhjalp-online/
Studiecoach i matematik: https://www.allakando.se/mattehjalp/
Privatlärare i matematik: https://smartstudies.se
Personlig läxhjälpare: https://läxhjälp.nu
Personlig nanny: https://nannypoppins.se/
Privat barnvakt: https://barnvakt.se/
Au pair i USA: https://my-nanny.se/au-pair/

Tips! Just nu har vi många lediga tjänster på följande orter:

Personlig studiecoach i Stockholm: https://www.allakando.se/laxhjalp-stockholm/
Personlig studiecoach i Göteborg: https://www.allakando.se/laxhjalp-goteborg/
Barnvakt i Stockholm: https://my-nanny.se/stader/barnvakt-stockholm/",https://www.linkedin.com/jobs/search/?currentJobId=4276231106&keywords=&location=Sweden&start=700
Elevresurs till Vallens skola,Sundsvalls kommun,"Sundsvall Municipality, Västernorrland County, Sweden",2 days ago,0 people clicked apply,"On-site Full-time Entry level
Skills: Operations Management, AV, +4 more","About the job
This job is sourced from a job board. Learn More
Sundsvalls kommun har ungefär 8000 medarbetare och är betydelsefull för vårt samhälle. Vi är Sundsvalls största arbetsgivare med flera arbetsplatser inom olika verksamheter och runt 300 olika yrken. Inom Barn- och utbildningsförvaltningen möter våra ca 3 000 medarbetare tillsammans ca 16 000 barn och elever på fler än 130 enheter varje dag. Här finns möjligheten att ge dem förutsättningar för fortsatt lärande och utveckling. Politikernas och förvaltningens mål och viljeriktning är att alla barn och elever i Sundsvalls kommuns förskolor och skolor ska få likvärdiga förutsättningar att utvecklas, nå sina mål och bli aktiva medborgare med många möjligheter i livet. Kommunen har ett stort uppdrag i att skapa nytta för alla våra invånare. Oavsett verksamhet arbetar vi för samma sak, att vi ska vara en bra plats att bo, leva och verka på. Vår kommun deltar i den gröna omställningen i Norra Sverige. Vi är övertygade om att de rätta platserna för den omställningen är här. Som kommun förbereder vi oss för fullt för att växa bland annat genom att bereda mark, skapa nya utbildningsplatser, marknadsföra kommunen och välkomna nya invånare från hela världen. Endast 10 minuter från Sundsvall ligger natursköna Kovland och Vallens skola. I skolan går ca 180 elever från förskoleklass till årskurs 6. Lärarna arbetar i två- eller fyrlärarsystem vilket innebär att det i förskoleklass till åk 3 är två lärare som samarbetar kring en klass. I åk 4-6 är det fyra lärare som samarbetar kring tre klasser. Fritidshemmet har ca 100 elever inskrivna vilka är fördelade på tre avdelningar F, 1-2 och 3-6. Fritidshemmet ansvarar för skolans rastverksamhet och pedagogerna på fritids bildar ett arbetslag. Vi på Vallen arbetar aktivt för en vi-känsla där samarbete och samverkan är viktiga ledord. Vi strävar efter ett tätt samarbete nära eleverna där vi genom våra samlade styrkor och kompetenser arbetar för elevernas trivsel, utveckling och lärande. Vårt systematiska kvalitetsarbete utgår från identifierade behov i verksamheten. Genom vårt arbetssätt bedriver arbetslagen skolutveckling på ett konkret sätt i vardagen för att skapa positiva effekter på elevernas lärande såväl i klassrummet som i fritidshemmet. Vallens fritidshem ingår i ett nätverk tillsammans med andra skolor i skolområdet, där vi utvecklar vårt arbete och uppdrag i fritidshemmet. Ett tydligt ledarskap, tidiga insatser och kollegialt lärande är grunden för trygga elever. Vi är ett positivt och lösningsinriktat team som skapar motivation och delaktighet hos varandra. Vi erbjuder arbetskläder på fritidshemmet och träningskort där kommunen har avtal. Drivs du av att göra skillnad för fritidshemmets elever? Är du en lagspelare? Då är du den vi söker! Vallens skola kan erbjuda dig stora möjligheter att få utlopp för och vidareutveckla dina egenskaper och förmågor. ARBETSUPPGIFTER Att vara resurs under skoldagen för elev i behov av stöd. Vara ett stöd för eleven i alla sammanhang under hela skoldagen för att eleven ska lyckas. Delta tillsammans med eleven i de aktiviteter eleven vill och behöver, arbete i skolans fritidshem ingår. Du jobbar inga övriga kvällar då all APT och arbetslagstid ligger under skoltid. KVALIFIKATIONER Du har erfarenhet av att jobba inom skolan med elever med NPF. Det är meriterande om du har pedagogisk utbildning. Du är en mogen, flexibel och initiativtagande person, som ligger steget före eleven. Du finns där vid behov och kan hjälpa till med struktur och annat när det behövs i skolvardagen. Du har tidigare jobbat som elevresurs, och tar stort ansvar för att skoldagarna ska bli så bra som möjligt för eleven. Målet är att förstärka det positiva hos eleven och jobba för att hen ska bli så självständig som möjligt. Du ser utmaningar som möjligheter snarare än problem och du har ett stort engagemang i alla elever. Du tycker om att arbeta med barn/ elever i alla åldrar, och ser olikheter som en tillgång. Du tror också på alla elevers rätt att utvecklas så långt det är möjligt. Du har ett stort tålamod och är stresstålig. Du har ett intresse i att skapa goda relationer till både elever, kollegor och vårdnadshavare för att på bästa sätt kunna möta eleven i dennes vardag. Du är flexibel och har lätt att ställa om efter de förutsättningar som råder. Du är bra på att samarbeta och tar egna initiativ när det behövs. ÖVRIGT Är du intresserad av att läsa mer om Sundsvall? Klicka in på www.sundsvall.se eller är du intresserad av hur det vore att bo och arbeta i Sundsvall kan du läsa mer på www.nykommun.se/kommun/sundsvall/ Vi verkar för en drogfri arbetsmiljö och drogtest kan förekomma vid nyanställning av personal. Vi tillämpar rökfri arbetstid. I Sundsvalls kommun gillar vi olika och välkomnar medarbetare med olika bakgrund. Vi värnar om det värde som jämn könsfördelning samt mångfald tillför våra verksamheter och arbetar för att våra arbetsplatser ska vara tillgängliga för alla. För att kvalitetssäkra rekryteringsprocessen samt möjliggöra god kommunikation med våra sökande ber vi dig söka tjänsten genom länken i denna annons. Är du även intresserad av att arbeta som räddningstjänstpersonal i beredskap/deltidsbrandman, klicka på länken: https://www.rtjmedelpad.se/om-oss/jobba-hos-oss/raddningstjanstpersonal-i-beredskap-rib Vi undanber oss alla erbjudanden om annonsering- och rekryteringshjälp i samband med denna annons.",https://www.linkedin.com/jobs/search/?currentJobId=4281533707&keywords=&location=Sweden&start=700
Ägare,Shape4flow,Sweden,Reposted 3 days ago,85 applicants,"Remote Part-time
Skills: Team Leadership, Business, +8 more","About the job
Är du…
✅ Öppen för nya möjligheter utanför det traditionella 9–5?
✅ Intresserad av att jobba mer flexibelt – varifrån du vill, när du vill?
✅ Nyfiken på personlig utveckling och onlinebaserat arbete?
✅ Trött på att byta tid mot pengar och längtar efter att bygga något eget?
✅ Självständig men gillar att ha stöd från ett team och community?
✅ Redo att skapa mer frihet i ditt liv – både tidsmässigt och ekonomiskt?

Då kan detta vara för dig.

Jag jobbar med en global, onlinebaserad businessmodell inom hälsa och high-ticket affiliate marketing – ingen erfarenhet krävs, men viljan att lära och växa är viktig.

Inget krav på att sälja till vänner, inga kalla samtal, inga månatliga säljkrav – bara ett modernt arbetssätt med automatiserade system, coachning och frihet att bygga upp din egen online business i din egen takt.

Vill du veta mer?
Skicka ett meddelande så skickar jag en kort video

Eng:
Are you…
✅ Open to new opportunities outside the traditional 9–5?
✅ Interested in working more flexibly – from wherever you want, whenever you want?
✅ Curious about personal growth and online-based work?
✅ Tired of trading time for money and ready to build something of your own?
✅ Independent, but love having the support of a team and community?
✅ Ready to create more freedom in your life – both timewise and financially?
Then this might be for you.
I’m working with a global, online-based business model within health and high-ticket affiliate marketing – no prior experience needed, but a willingness to learn and grow is key.
No need to sell to friends, no cold calling, no monthly sales targets – just a modern way of working with automated systems, mentorship, and the freedom to build your own online business at your own pace.
Want to know more?
Send me a message and I’ll share a short video with more info.",https://www.linkedin.com/jobs/search/?currentJobId=4271734710&keywords=&location=Sweden&start=725
Serveringspersonal sökes till Stigen av Knut,KNUT RESTAURANG & BAR AB,"Västerås, Västmanland County, Sweden",4 days ago,0 people clicked apply,"On-site Full-time Entry level
Skills: cashier, teamwork, +8 more","About the job
This job is sourced from a job board. Learn More
Stigen av Knut i Västerås är ett norrländskt koncept som idag har två restauranger i Stockholm som heter Knut, en Stigen i Täby, en cateringdel, ett tunnbrödsbageri samt en tvål- och skrubbserie.

Vi utökar nu vårt team i matsalen och söker efter erfaren serveringspersonal.

Du som söker har minst 2 års erfarenhet inom servering. Du är en driven och lösningsorienterad person som vill bidra till en bra arbetsmiljö. Vi arbetar i Caspeco så har du erfarenhet från det kassa- och bokningssystemet så är det meriterande.

Tjänsten är på heltid och lönen enligt kollektivavtal, och tillsätts enligt överenskommelse.

Arbetstiderna är varierande, med både lunch-och kvällspass. Vi har öppet måndag-söndag, så även helgarbete ingår.",https://www.linkedin.com/jobs/search/?currentJobId=4280740445&keywords=&location=Sweden&start=725
Category Analyst – Bakery and Meals,Mondelēz International,"Upplands Väsby, Stockholm County, Sweden",1 week ago,41 people clicked apply,"Full-time
Skills: Analytical Skills, Customer Insights, +8 more","About the job
Job Description

Are You Ready to Make It Happen at Mondelēz International?

Join our Mission to Lead the Future of Snacking. Make It With Pride.

We have a new exciting opportunity for a Category Analyst to join our Sales team!

In this role you will ensure that customer plans are developed and executed by supporting the delivery of strategies and tactics for growth. You understand the business metrics and financial drivers needed to unlock profitable growth for Mondelēz International and our customers and work with key account managers to implement plans to deliver our annual target.

How You Will Contribute

You will:

Leads the development of the trade marketing part of the category annual plans (contract process) with a keen focus on RGM (Revenue Growth Management)
Takes accountability for the in year delivery of the AC vs pricing and vol mix targets
Understands market dynamics / consumer insights by channel to participate on trade marketing strategic decisions
Leads the business planning meeting where the sales quotas are built in order to accomplish the annual plans based on relevant building blocks
Suggests and influences investment in category building blocks, according to category and channel need, and is accountable of execution excellence at point of sale
Follows up the competition’s commercial activity in the category in order to detect business opportunities and potential threats for the brand
Plays a leadership role within the multi categories teams by leading, providing accurate and relevant channel point of sale information that will lead to find business opportunities such as innovations, customer promotions, portfolio, pricing, etc. that will lead to achieve multi categories targets
Work closely with colleagues in the same team
Work strategically, and drive projects to completion


What You Will Bring

A desire to drive your future and accelerate your career and the following experience and knowledge:

Some relevant work experience
Category planning and delivering growth through category leadership. Strategic mindset.
Working proactively, spotting opportunities and taking actions as needed.
Having a future-focused mindset, being curious about industry trends, digital solutions and innovation for consumers, and translating opportunities into business plans
Developing and delivering plans, measuring and monitoring results and making recommendations to achieve growth targets
Business planning and how to maximize revenue growth
Influencing stakeholders and interacting effectively with others with the courage and resilience to hold an alternative point of view
Analytical skills and business acumen
Fluency in English, written and spoken. Swedish would be an advantage


More About This Role

Work schedule: 100%

Relocation Support Available? 

No Relocation support available

Business Unit Summary

We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open position you see is right for you, we encourage you to apply!

Our people make all the difference in our succes

Mondelēz International is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation or preference, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Excited to grow your career?

We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open position you see is right for you, we encourage you to apply!

IF YOU REQUIRE SUPPORT TO COMPLETE YOUR APPLICATION OR DURING THE INTERVIEW PROCESS, PLEASE CONTACT THE RECRUITER

Job Type

Regular

Category Planning & Activation

Sales",https://www.linkedin.com/jobs/search/?currentJobId=4278621487&keywords=&location=Sweden&start=725
